 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  14. 3.    Time:  11:43:41
 Units: L = cm   , T = sec  , M = g    
 
 CosAlf,MaxIt,TolTh,  TolH
 1.000   10   0.001 1.00000
 
 TopInF,BotInF,AtmBC,SinkF,WLayer,qGWLF,FreeD,SeepF,lWat,lChem,lTemp,lRoot,lWDep
     T     F     T     F     F     F     F     F     T     T     F     F     F

Nodal point information

node      x         hOld    MatN LayN  Beta      Ah       AK      ATh     Temp    Conc(1...NS)         Sorb(1...NS)
 291     -5.800      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 292     -5.820      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 293     -5.840      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 294     -5.860      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 295     -5.880      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 296     -5.900      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 297     -5.920      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 298     -5.940      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 299     -5.960      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 300     -5.980      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 301     -6.000      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 302     -6.020      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 303     -6.040      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 304     -6.060      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 305     -6.080      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 306     -6.100      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 307     -6.120      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 308     -6.140      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 309     -6.160      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 310     -6.180      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 311     -6.200      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 312     -6.220      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 313     -6.240      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 314     -6.260      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 315     -6.280      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 316     -6.300      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 317     -6.320      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 318     -6.340      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 319     -6.360      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 320     -6.380      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 321     -6.400      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 322     -6.420      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 323     -6.440      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 324     -6.460      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 325     -6.480      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 326     -6.500      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 327     -6.520      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 328     -6.540      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 329     -6.560      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 330     -6.580      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 331     -6.600      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 332     -6.620      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 333     -6.640      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 334     -6.660      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 335     -6.680      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 336     -6.700      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 337     -6.720      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 338     -6.740      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 339     -6.760      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 340     -6.780      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 341     -6.800      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 342     -6.820      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 343     -6.840      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 344     -6.860      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 345     -6.880      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 346     -6.900      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 347     -6.920      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 348     -6.940      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 349     -6.960      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 350     -6.980      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 351     -7.000      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 352     -7.020      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 353     -7.040      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 354     -7.060      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 355     -7.080      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 356     -7.100      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 357     -7.120      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 358     -7.140      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 359     -7.160      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 360     -7.180      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 361     -7.200      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 362     -7.220      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 363     -7.240      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 364     -7.260      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 365     -7.280      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 366     -7.300      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 367     -7.320      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 368     -7.340      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 369     -7.360      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 370     -7.380      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 371     -7.400      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 372     -7.420      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 373     -7.440      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 374     -7.460      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 375     -7.480      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 376     -7.500      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 377     -7.520      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 378     -7.540      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 379     -7.560      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 380     -7.580      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 381     -7.600      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 382     -7.620      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 383     -7.640      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 384     -7.660      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 385     -7.680      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 386     -7.700      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 387     -7.720      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 388     -7.740      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 389     -7.760      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 390     -7.780      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 391     -7.800      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 392     -7.820      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 393     -7.840      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 394     -7.860      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 395     -7.880      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 396     -7.900      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 397     -7.920      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 398     -7.940      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 399     -7.960      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 400     -7.980      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 401     -8.000      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 402     -8.020      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 403     -8.040      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 404     -8.060      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 405     -8.080      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 406     -8.100      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 407     -8.120      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 408     -8.140      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 409     -8.160      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 410     -8.180      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 411     -8.200      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 412     -8.220      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 413     -8.240      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 414     -8.260      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 415     -8.280      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 416     -8.300      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 417     -8.320      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 418     -8.340      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 419     -8.360      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 420     -8.380      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 421     -8.400      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 422     -8.420      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 423     -8.440      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 424     -8.460      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 425     -8.480      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 426     -8.500      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 427     -8.520      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 428     -8.540      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 429     -8.560      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 430     -8.580      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 431     -8.600      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 432     -8.620      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 433     -8.640      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 434     -8.660      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 435     -8.680      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 436     -8.700      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 437     -8.720      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 438     -8.740      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 439     -8.760      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 440     -8.780      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 441     -8.800      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 442     -8.820      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 443     -8.840      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 444     -8.860      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 445     -8.880      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 446     -8.900      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 447     -8.920      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 448     -8.940      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 449     -8.960      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 450     -8.980      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 451     -9.000      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 452     -9.020      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 453     -9.040      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 454     -9.060      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 455     -9.080      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 456     -9.100      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 457     -9.120      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 458     -9.140      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 459     -9.160      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 460     -9.180      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 461     -9.200      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 462     -9.220      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 463     -9.240      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 464     -9.260      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 465     -9.280      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 466     -9.300      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 467     -9.320      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 468     -9.340      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 469     -9.360      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 470     -9.380      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 471     -9.400      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 472     -9.420      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 473     -9.440      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 474     -9.460      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 475     -9.480      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 476     -9.500      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 477     -9.520      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 478     -9.540      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 479     -9.560      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 480     -9.580      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 481     -9.600      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 482     -9.620      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 483     -9.640      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 484     -9.660      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 485     -9.680      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 486     -9.700      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 487     -9.720      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 488     -9.740      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 489     -9.760      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 490     -9.780      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 491     -9.800      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 492     -9.820      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 493     -9.840      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 494     -9.860      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 495     -9.880      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 496     -9.900      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 497     -9.920      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 498     -9.940      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 499     -9.960      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 500     -9.980      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
 501    -10.000      0.550    1    1   0.000    1.000    1.000    1.000   18.30  0.4500E-02
end

 Number of species in the chain :   1


MatNum, Param. array:

   Mat     Qr     Qs        Alfa         n          Ks      l

    1    0.068  0.550   0.800E-02   0.109E+01   0.439E-03  0.500

       Table of Hydraulic Properties which are interpolated in simulation
       =================================================================

  theta         h        log h        C             K        log K          S          Kv
 
  0.5500  -0.100E-05 -0.6000E+01  0.6481E-04  0.2903E-03 -0.3537E+01    1.0000  0.0000E+00
  0.5500  -0.126E-05 -0.5899E+01  0.6618E-04  0.2875E-03 -0.3541E+01    1.0000  0.0000E+00
  0.5500  -0.159E-05 -0.5798E+01  0.6758E-04  0.2847E-03 -0.3546E+01    1.0000  0.0000E+00
  0.5500  -0.201E-05 -0.5697E+01  0.6901E-04  0.2818E-03 -0.3550E+01    1.0000  0.0000E+00
  0.5500  -0.254E-05 -0.5596E+01  0.7047E-04  0.2788E-03 -0.3555E+01    1.0000  0.0000E+00
  0.5500  -0.320E-05 -0.5495E+01  0.7196E-04  0.2758E-03 -0.3559E+01    1.0000  0.0000E+00
  0.5500  -0.404E-05 -0.5394E+01  0.7349E-04  0.2728E-03 -0.3564E+01    1.0000  0.0000E+00
  0.5500  -0.509E-05 -0.5293E+01  0.7504E-04  0.2697E-03 -0.3569E+01    1.0000  0.0000E+00
  0.5500  -0.643E-05 -0.5192E+01  0.7663E-04  0.2665E-03 -0.3574E+01    1.0000  0.0000E+00
  0.5500  -0.811E-05 -0.5091E+01  0.7825E-04  0.2634E-03 -0.3579E+01    1.0000  0.0000E+00
  0.5500  -0.102E-04 -0.4990E+01  0.7990E-04  0.2601E-03 -0.3585E+01    1.0000  0.0000E+00
  0.5500  -0.129E-04 -0.4889E+01  0.8159E-04  0.2568E-03 -0.3590E+01    1.0000  0.0000E+00
  0.5500  -0.163E-04 -0.4788E+01  0.8332E-04  0.2535E-03 -0.3596E+01    1.0000  0.0000E+00
  0.5500  -0.206E-04 -0.4687E+01  0.8508E-04  0.2501E-03 -0.3602E+01    1.0000  0.0000E+00
  0.5500  -0.260E-04 -0.4586E+01  0.8688E-04  0.2467E-03 -0.3608E+01    1.0000  0.0000E+00
  0.5500  -0.327E-04 -0.4485E+01  0.8872E-04  0.2432E-03 -0.3614E+01    1.0000  0.0000E+00
  0.5500  -0.413E-04 -0.4384E+01  0.9060E-04  0.2397E-03 -0.3620E+01    1.0000  0.0000E+00
  0.5500  -0.521E-04 -0.4283E+01  0.9251E-04  0.2361E-03 -0.3627E+01    1.0000  0.0000E+00
  0.5500  -0.658E-04 -0.4182E+01  0.9447E-04  0.2325E-03 -0.3634E+01    1.0000  0.0000E+00
  0.5500  -0.830E-04 -0.4081E+01  0.9647E-04  0.2289E-03 -0.3640E+01    1.0000  0.0000E+00
  0.5500  -0.105E-03 -0.3980E+01  0.9851E-04  0.2251E-03 -0.3648E+01    1.0000  0.0000E+00
  0.5500  -0.132E-03 -0.3879E+01  0.1006E-03  0.2214E-03 -0.3655E+01    1.0000  0.0000E+00
  0.5500  -0.167E-03 -0.3778E+01  0.1027E-03  0.2176E-03 -0.3662E+01    1.0000  0.0000E+00
  0.5500  -0.210E-03 -0.3677E+01  0.1049E-03  0.2137E-03 -0.3670E+01    1.0000  0.0000E+00
  0.5500  -0.266E-03 -0.3576E+01  0.1071E-03  0.2098E-03 -0.3678E+01    1.0000  0.0000E+00
  0.5500  -0.335E-03 -0.3475E+01  0.1094E-03  0.2059E-03 -0.3686E+01    1.0000  0.8384E-35
  0.5500  -0.423E-03 -0.3374E+01  0.1117E-03  0.2019E-03 -0.3695E+01    1.0000  0.8384E-35
  0.5500  -0.534E-03 -0.3273E+01  0.1141E-03  0.1979E-03 -0.3704E+01    1.0000  0.8384E-35
  0.5500  -0.673E-03 -0.3172E+01  0.1165E-03  0.1938E-03 -0.3713E+01    1.0000  0.8384E-35
  0.5500  -0.850E-03 -0.3071E+01  0.1189E-03  0.1897E-03 -0.3722E+01    1.0000  0.8451E-34
  0.5500  -0.107E-02 -0.2970E+01  0.1214E-03  0.1855E-03 -0.3732E+01    1.0000  0.8451E-34
  0.5500  -0.135E-02 -0.2869E+01  0.1240E-03  0.1813E-03 -0.3742E+01    1.0000  0.3265E-33
  0.5500  -0.171E-02 -0.2768E+01  0.1266E-03  0.1771E-03 -0.3752E+01    1.0000  0.3265E-33
  0.5500  -0.215E-02 -0.2667E+01  0.1293E-03  0.1728E-03 -0.3762E+01    1.0000  0.8518E-33
  0.5500  -0.272E-02 -0.2566E+01  0.1321E-03  0.1685E-03 -0.3773E+01    1.0000  0.3291E-32
  0.5500  -0.343E-02 -0.2465E+01  0.1348E-03  0.1641E-03 -0.3785E+01    1.0000  0.5501E-32
  0.5500  -0.433E-02 -0.2364E+01  0.1377E-03  0.1597E-03 -0.3797E+01    1.0000  0.1271E-31
  0.5500  -0.546E-02 -0.2263E+01  0.1406E-03  0.1553E-03 -0.3809E+01    1.0000  0.3317E-31
  0.5500  -0.689E-02 -0.2162E+01  0.1436E-03  0.1509E-03 -0.3821E+01    1.0000  0.6978E-31
  0.5500  -0.870E-02 -0.2061E+01  0.1466E-03  0.1464E-03 -0.3834E+01    1.0000  0.1821E-30
  0.5500  -0.110E-01 -0.1960E+01  0.1497E-03  0.1419E-03 -0.3848E+01    1.0000  0.3830E-30
  0.5500  -0.138E-01 -0.1859E+01  0.1529E-03  0.1374E-03 -0.3862E+01    1.0000  0.9664E-30
  0.5500  -0.175E-01 -0.1758E+01  0.1561E-03  0.1329E-03 -0.3877E+01    1.0000  0.2159E-29
  0.5500  -0.221E-01 -0.1657E+01  0.1594E-03  0.1283E-03 -0.3892E+01    1.0000  0.4990E-29
  0.5500  -0.278E-01 -0.1556E+01  0.1628E-03  0.1237E-03 -0.3908E+01    1.0000  0.1185E-28
  0.5500  -0.351E-01 -0.1455E+01  0.1662E-03  0.1191E-03 -0.3924E+01    1.0000  0.2739E-28
  0.5500  -0.443E-01 -0.1354E+01  0.1697E-03  0.1146E-03 -0.3941E+01    1.0000  0.6382E-28
  0.5500  -0.559E-01 -0.1253E+01  0.1733E-03  0.1100E-03 -0.3959E+01    1.0000  0.1470E-27
  0.5500  -0.705E-01 -0.1152E+01  0.1770E-03  0.1054E-03 -0.3977E+01    1.0000  0.3423E-27
  0.5500  -0.890E-01 -0.1051E+01  0.1807E-03  0.1008E-03 -0.3997E+01    1.0000  0.8034E-27
  0.5500  -0.112E+00 -0.9495E+00  0.1845E-03  0.9620E-04 -0.4017E+01    1.0000  0.1860E-26
  0.5500  -0.142E+00 -0.8485E+00  0.1884E-03  0.9164E-04 -0.4038E+01    0.9999  0.4328E-26
  0.5500  -0.179E+00 -0.7475E+00  0.1923E-03  0.8709E-04 -0.4060E+01    0.9999  0.1010E-25
  0.5500  -0.226E+00 -0.6465E+00  0.1963E-03  0.8256E-04 -0.4083E+01    0.9999  0.2341E-25
  0.5499  -0.285E+00 -0.5455E+00  0.2004E-03  0.7807E-04 -0.4108E+01    0.9999  0.5454E-25
  0.5499  -0.359E+00 -0.4444E+00  0.2046E-03  0.7361E-04 -0.4133E+01    0.9999  0.1271E-24
  0.5499  -0.453E+00 -0.3434E+00  0.2088E-03  0.6920E-04 -0.4160E+01    0.9998  0.2953E-24
  0.5499  -0.572E+00 -0.2424E+00  0.2131E-03  0.6483E-04 -0.4188E+01    0.9998  0.6876E-24
  0.5499  -0.722E+00 -0.1414E+00  0.2174E-03  0.6052E-04 -0.4218E+01    0.9997  0.1597E-23
  0.5498  -0.911E+00 -0.4040E-01  0.2217E-03  0.5628E-04 -0.4250E+01    0.9996  0.3713E-23
  0.5498  -0.115E+01  0.6061E-01  0.2261E-03  0.5211E-04 -0.4283E+01    0.9995  0.8617E-23
  0.5497  -0.145E+01  0.1616E+00  0.2304E-03  0.4803E-04 -0.4319E+01    0.9994  0.2001E-22
  0.5496  -0.183E+01  0.2626E+00  0.2348E-03  0.4404E-04 -0.4356E+01    0.9992  0.4639E-22
  0.5495  -0.231E+01  0.3636E+00  0.2390E-03  0.4015E-04 -0.4396E+01    0.9989  0.1074E-21
  0.5493  -0.292E+01  0.4646E+00  0.2431E-03  0.3638E-04 -0.4439E+01    0.9986  0.2485E-21
  0.5492  -0.368E+01  0.5657E+00  0.2469E-03  0.3273E-04 -0.4485E+01    0.9983  0.5734E-21
  0.5489  -0.464E+01  0.6667E+00  0.2505E-03  0.2923E-04 -0.4534E+01    0.9978  0.1321E-20
  0.5486  -0.586E+01  0.7677E+00  0.2537E-03  0.2588E-04 -0.4587E+01    0.9971  0.3032E-20
  0.5482  -0.739E+01  0.8687E+00  0.2563E-03  0.2270E-04 -0.4644E+01    0.9963  0.6933E-20
  0.5477  -0.933E+01  0.9697E+00  0.2582E-03  0.1969E-04 -0.4706E+01    0.9953  0.1578E-19
