,final mass in soil (g.cm2),final mass in soil top 2cm (g.cm2),initial mass in soil (g.cm2),initial mass in soil top 2cm (g.cm2),mass.out,mass.out 2cm,NSE
1,0.021507429,0.002964713,0.0232,0.00464,0.001692571,0.001675287,0.880459959
