"1","Cini","final mass in soil (g.cm2)","final mass in soil top 2cm (g.cm2)","initial mass in soil (g.cm2)","initial mass in soil top 2cm (g.cm2)","mass.out","mass.out 2cm","NSE"
"1",0.004522949,0.0436742683999997,0.0037814182,0.0443253999999996,0.00443254,0.000651131599999931,0.000651121799999999,0.918404325678102
"1",0.004522949,0.0436742683999997,0.0037814182,0.0443253999999996,0.00443254,0.000651131599999931,0.000651121799999999,0.918404325678102
"1",0.004522949,0.0436742683999997,0.0037814182,0.0443253999999996,0.00443254,0.000651131599999931,0.000651121799999999,0.918404325678102
"1",0.003855684,0.0372334536000008,0.00322360220000001,0.0377888000000008,0.00377888000000001,0.000555346400000024,0.000555277800000004,0.815938344018104
"1",0.003855684,0.0372334536000008,0.00322360220000001,0.0377888000000008,0.00377888000000001,0.000555346400000024,0.000555277800000004,0.815938344018104
"1",0.003937949,0.0380255591800004,0.00329240898,0.0385924000000004,0.00385924000000001,0.000566840820000046,0.000566831020000001,0.846626129855401
"1",0.003937949,0.0380255591800004,0.00329240898,0.0385924000000004,0.00385924000000001,0.000566840820000046,0.000566831020000001,0.846626129855401
"1",0.003937949,0.0380255591800004,0.00329240898,0.0385924000000004,0.00385924000000001,0.000566840820000046,0.000566831020000001,0.846626129855401
"1",0.004440684,0.0428822892400003,0.00371273784000001,0.0435218000000003,0.00435218,0.000639510760000017,0.000639442159999997,0.923954370858667
"1",0.004440684,0.0428822892400003,0.00371273784000001,0.0435218000000003,0.00435218,0.000639510760000017,0.000639442159999997,0.923954370858667
"1",0.004815449,0.0464940909999998,0.0040256832,0.0471869999999998,0.0047187,0.000692908999999998,0.000693016799999996,0.857378099974798
"1",0.004815449,0.0464940909999998,0.0040256832,0.0471869999999998,0.0047187,0.000692908999999998,0.000693016799999996,0.857378099974798
"1",0.004815449,0.0464940909999998,0.0040256832,0.0471869999999998,0.0047187,0.000692908999999998,0.000693016799999996,0.857378099974798
"1",0.004733184,0.0457021226200008,0.00395701362000001,0.0463834000000009,0.00463834,0.000681277380000074,0.000681326379999998,0.881110836824917
"1",0.004733184,0.0457021226200008,0.00395701362000001,0.0463834000000009,0.00463834,0.000681277380000074,0.000681326379999998,0.881110836824917
"1",0.004230449,0.0408524995199999,0.00353680432000001,0.0414539999999997,0.00414540000000001,0.000601500479999774,0.00060859568,0.914944153251636
"1",0.004230449,0.0408524995199999,0.00353680432000001,0.0414539999999997,0.00414540000000001,0.000601500479999774,0.00060859568,0.914944153251636
"1",0.004230449,0.0408524995199999,0.00353680432000001,0.0414539999999997,0.00414540000000001,0.000601500479999774,0.00060859568,0.914944153251636
"1",0.004148184,0.0400534065400002,0.00346798773999999,0.0406504000000002,0.00406503999999999,0.000596993460000042,0.000597052259999998,0.902161460190698
"1",0.004148184,0.0400534065400002,0.00346798773999999,0.0406504000000002,0.00406503999999999,0.000596993460000042,0.000597052259999998,0.902161460190698
"1",0.003791699,0.0366155097,0.0031700991,0.0371616,0.00371616,0.000546090300000038,0.0005460609,0.788349615059488
"1",0.003791699,0.0366155097,0.0031700991,0.0371616,0.00371616,0.000546090300000038,0.0005460609,0.788349615059488
"1",0.003791699,0.0366155097,0.0031700991,0.0371616,0.00371616,0.000546090300000038,0.0005460609,0.788349615059488
