,ini,-0.09,-0.22,-0.71,-1.5,-2.5,-3.5,-4.5
1,0.004669199,0.000848,0.002059,0.0044585,0.004669,0.004669,0.004669,0.004669
1,0.004669199,0.000848,0.002059,0.0044585,0.004669,0.004669,0.004669,0.004669
1,0.004669199,0.000848,0.002059,0.0044585,0.004669,0.004669,0.004669,0.004669
1,0.004294434,0.00077995,0.001894,0.0041005,0.004294,0.004294,0.004294,0.004294
1,0.004294434,0.00077995,0.001894,0.0041005,0.004294,0.004294,0.004294,0.004294
1,0.004157324,0.000755,0.001834,0.003969,0.004157,0.004157,0.004157,0.004157
1,0.004157324,0.000755,0.001834,0.003969,0.004157,0.004157,0.004157,0.004157
1,0.004157324,0.000755,0.001834,0.003969,0.004157,0.004157,0.004157,0.004157
1,0.004075059,0.0007401,0.001797,0.0038905,0.004075,0.004075,0.004075,0.004075
1,0.004075059,0.0007401,0.001797,0.0038905,0.004075,0.004075,0.004075,0.004075
1,0.004742324,0.0008613,0.002092,0.004528,0.004743,0.004743,0.004743,0.004743
1,0.004742324,0.0008613,0.002092,0.004528,0.004743,0.004743,0.004743,0.004743
1,0.004742324,0.0008613,0.002092,0.004528,0.004743,0.004743,0.004743,0.004743
1,0.004660059,0.00084635,0.002055,0.0044495,0.00466,0.00466,0.00466,0.00466
1,0.004660059,0.00084635,0.002055,0.0044495,0.00466,0.00466,0.00466,0.00466
1,0.003864824,0.0007019,0.001705,0.00369,0.003865,0.003865,0.003865,0.003865
1,0.003864824,0.0007019,0.001705,0.00369,0.003865,0.003865,0.003865,0.003865
1,0.003864824,0.0007019,0.001705,0.00369,0.003865,0.003865,0.003865,0.003865
1,0.004367559,0.0007932,0.001926,0.00417,0.004368,0.004368,0.004368,0.004368
1,0.004367559,0.0007932,0.001926,0.00417,0.004368,0.004368,0.004368,0.004368
1,0.004449824,0.00080815,0.001963,0.0042485,0.00445,0.00445,0.00445,0.00445
1,0.004449824,0.00080815,0.001963,0.0042485,0.00445,0.00445,0.00445,0.00445
1,0.004449824,0.00080815,0.001963,0.0042485,0.00445,0.00445,0.00445,0.00445
1,0.003782559,0.00068695,0.001668,0.0036115,0.003783,0.003783,0.003783,0.003783
